"","country","date","cases","new_cases","deaths","new_deaths","recovered","new_recovered","active_cases","per100k","newper100k","activeper100k"
"4318","Malaysia",2020-02-08,16,4,0,0,1,0,15,0,0,0
"4865","Nepal",2020-02-08,1,0,0,0,0,0,1,0,0,0
"5448","Philippines",2020-02-08,3,0,1,0,0,0,2,0,0,0
"5678","Republic of Korea",2020-02-08,24,0,0,0,1,0,23,0,0,0
"5826","Russia",2020-02-08,2,0,0,0,0,0,2,0,0,0
"6239","Singapore",2020-02-08,33,3,0,0,2,2,31,0.6,0.1,0.5
"6437","Spain",2020-02-08,1,0,0,0,0,0,1,0,0,0
"6536","Sri Lanka",2020-02-08,1,0,0,0,1,1,0,0,0,0
"6686","Sweden",2020-02-08,1,0,0,0,0,0,1,0,0,0
"6836","Taiwan",2020-02-08,17,1,0,0,1,0,16,0.1,0,0.1
"6969","Thailand",2020-02-08,32,7,0,0,10,5,22,0,0,0
"7284","UK",2020-02-08,3,0,0,0,0,0,3,0,0,0
"7411","United Arab Emirates",2020-02-08,7,2,0,0,0,0,7,0.1,0,0.1
"7485","USA",2020-02-08,11,0,0,0,0,0,11,0,0,0
"7650","Vietnam",2020-02-08,13,3,0,0,1,0,12,0,0,0
"362","Australia",2020-02-09,15,0,0,0,2,0,13,0.1,0,0.1
"698","Belgium",2020-02-09,1,0,0,0,0,0,1,0,0,0
"1166","Cambodia",2020-02-09,1,0,0,0,0,0,1,0,0,0
"1228","Canada",2020-02-09,7,0,0,0,0,0,7,0,0,0
"1803","Diamond Princess Cruise Ship",2020-02-09,64,3,0,0,0,0,64,NA,NA,NA
"2307","Finland",2020-02-09,1,0,0,0,0,0,1,0,0,0
"2374","France",2020-02-09,11,0,0,0,0,0,11,0,0,0
"2542","Germany",2020-02-09,14,1,0,0,0,0,14,0,0,0
"2914","Hong Kong",2020-02-09,29,3,1,0,0,0,28,0.4,0,0.4
"3075","India",2020-02-09,3,0,0,0,0,0,3,0,0,0
"3423","Italy",2020-02-09,3,0,0,0,0,0,3,0,0,0
"3487","Japan",2020-02-09,26,1,0,0,1,0,25,0,0,0
"4070","Macao",2020-02-09,10,0,0,0,1,0,9,1.5,0,1.4
"4186","Mainland China",2020-02-09,39790,3012,904,100,3218,623,35668,2.8,0.2,2.5
"4308","Malaysia",2020-02-09,16,0,0,0,1,0,15,0,0,0
"4836","Nepal",2020-02-09,1,0,0,0,0,0,1,0,0,0
"5401","Philippines",2020-02-09,3,0,1,0,0,0,2,0,0,0
"5633","Republic of Korea",2020-02-09,25,1,0,0,3,2,22,0,0,0
"5766","Russia",2020-02-09,2,0,0,0,0,0,2,0,0,0
"6192","Singapore",2020-02-09,40,7,0,0,2,0,38,0.7,0.1,0.6
"6470","Spain",2020-02-09,2,1,0,0,0,0,2,0,0,0
"6545","Sri Lanka",2020-02-09,1,0,0,0,1,0,0,0,0,0
"6654","Sweden",2020-02-09,1,0,0,0,0,0,1,0,0,0
"6849","Taiwan",2020-02-09,18,1,0,0,1,0,17,0.1,0,0.1
"6890","Thailand",2020-02-09,32,0,0,0,10,0,22,0,0,0
"7220","UK",2020-02-09,3,0,0,0,0,0,3,0,0,0
"7368","United Arab Emirates",2020-02-09,7,0,0,0,0,0,7,0.1,0,0.1
"7449","USA",2020-02-09,11,0,0,0,3,3,8,0,0,0
"7640","Vietnam",2020-02-09,13,0,0,0,1,0,12,0,0,0
"349","Australia",2020-02-10,15,0,0,0,2,0,13,0.1,0,0.1
"713","Belgium",2020-02-10,1,0,0,0,0,0,1,0,0,0
"1142","Cambodia",2020-02-10,1,0,0,0,0,0,1,0,0,0
"1216","Canada",2020-02-10,7,0,0,0,0,0,7,0,0,0
"1810","Diamond Princess Cruise Ship",2020-02-10,135,71,0,0,0,0,135,NA,NA,NA
"2262","Finland",2020-02-10,1,0,0,0,0,0,1,0,0,0
"2364","France",2020-02-10,11,0,0,0,0,0,11,0,0,0
"2509","Germany",2020-02-10,14,0,0,0,0,0,14,0,0,0
"2915","Hong Kong",2020-02-10,38,9,1,0,0,0,37,0.5,0.1,0.5
"3057","India",2020-02-10,3,0,0,0,0,0,3,0,0,0
"3368","Italy",2020-02-10,3,0,0,0,0,0,3,0,0,0
"3536","Japan",2020-02-10,26,0,0,0,4,3,22,0,0,0
"4065","Macao",2020-02-10,10,0,0,0,1,0,9,1.5,0,1.4
"4175","Mainland China",2020-02-10,42306,2516,1011,107,3917,699,37378,2.9,0.2,2.6
"4327","Malaysia",2020-02-10,18,2,0,0,1,0,17,0.1,0,0.1
"4831","Nepal",2020-02-10,1,0,0,0,0,0,1,0,0,0
"5431","Philippines",2020-02-10,3,0,1,0,0,0,2,0,0,0
"5649","Republic of Korea",2020-02-10,27,2,0,0,3,0,24,0.1,0,0
"5786","Russia",2020-02-10,2,0,0,0,0,0,2,0,0,0
"6201","Singapore",2020-02-10,45,5,0,0,2,0,43,0.8,0.1,0.7
"6445","Spain",2020-02-10,2,0,0,0,0,0,2,0,0,0
"6501","Sri Lanka",2020-02-10,1,0,0,0,1,0,0,0,0,0
"6637","Sweden",2020-02-10,1,0,0,0,0,0,1,0,0,0
"6797","Taiwan",2020-02-10,18,0,0,0,1,0,17,0.1,0,0.1
"6901","Thailand",2020-02-10,32,0,0,0,10,0,22,0,0,0
"7268","UK",2020-02-10,8,5,0,0,0,0,8,0,0,0
"7350","United Arab Emirates",2020-02-10,8,1,0,0,0,0,8,0.1,0,0.1
"7463","USA",2020-02-10,11,0,0,0,3,0,8,0,0,0
"7645","Vietnam",2020-02-10,14,1,0,0,1,0,13,0,0,0
"339","Australia",2020-02-11,15,0,0,0,2,0,13,0.1,0,0.1
"669","Belgium",2020-02-11,1,0,0,0,0,0,1,0,0,0
"1158","Cambodia",2020-02-11,1,0,0,0,0,0,1,0,0,0
"1282","Canada",2020-02-11,7,0,0,0,0,0,7,0,0,0
"1766","Diamond Princess Cruise Ship",2020-02-11,135,0,0,0,0,0,135,NA,NA,NA
"2276","Finland",2020-02-11,1,0,0,0,0,0,1,0,0,0
"2355","France",2020-02-11,11,0,0,0,0,0,11,0,0,0
"2483","Germany",2020-02-11,16,2,0,0,0,0,16,0,0,0
"2952","Hong Kong",2020-02-11,49,11,1,0,0,0,48,0.7,0.1,0.6
"3113","India",2020-02-11,3,0,0,0,0,0,3,0,0,0
"3427","Italy",2020-02-11,3,0,0,0,0,0,3,0,0,0
"3548","Japan",2020-02-11,26,0,0,0,9,5,17,0,0,0
"4068","Macao",2020-02-11,10,0,0,0,1,0,9,1.5,0,1.4
"4218","Mainland China",2020-02-11,44327,2021,1111,100,4635,718,38581,3.1,0.1,2.7
"4307","Malaysia",2020-02-11,18,0,0,0,3,2,15,0.1,0,0
"4856","Nepal",2020-02-11,1,0,0,0,0,0,1,0,0,0
"5437","Philippines",2020-02-11,3,0,1,0,0,0,2,0,0,0
"5625","Republic of Korea",2020-02-11,28,1,0,0,3,0,25,0.1,0,0
"5808","Russia",2020-02-11,2,0,0,0,0,0,2,0,0,0
"6220","Singapore",2020-02-11,47,2,0,0,9,7,38,0.8,0,0.6
"6423","Spain",2020-02-11,2,0,0,0,0,0,2,0,0,0
"6491","Sri Lanka",2020-02-11,1,0,0,0,1,0,0,0,0,0
"6646","Sweden",2020-02-11,1,0,0,0,0,0,1,0,0,0
"6827","Taiwan",2020-02-11,18,0,0,0,1,0,17,0.1,0,0.1
"6953","Thailand",2020-02-11,33,1,0,0,10,0,23,0,0,0
"7270","UK",2020-02-11,8,0,0,0,0,0,8,0,0,0
"7408","United Arab Emirates",2020-02-11,8,0,0,0,0,0,8,0.1,0,0.1
"7520","USA",2020-02-11,12,1,0,0,3,0,9,0,0,0
"7634","Vietnam",2020-02-11,15,1,0,0,6,5,9,0,0,0
"391","Australia",2020-02-12,15,0,0,0,2,0,13,0.1,0,0.1
"701","Belgium",2020-02-12,1,0,0,0,0,0,1,0,0,0
"1093","Cambodia",2020-02-12,1,0,0,0,1,1,0,0,0,0
"1244","Canada",2020-02-12,7,0,0,0,1,1,6,0,0,0
"1793","Diamond Princess Cruise Ship",2020-02-12,175,40,0,0,0,0,175,NA,NA,NA
"2319","Finland",2020-02-12,1,0,0,0,1,1,0,0,0,0
"2379","France",2020-02-12,11,0,0,0,2,2,9,0,0,0
"2520","Germany",2020-02-12,16,0,0,0,0,0,16,0,0,0
"2885","Hong Kong",2020-02-12,50,1,1,0,1,1,48,0.7,0,0.6
"3069","India",2020-02-12,3,0,0,0,0,0,3,0,0,0
"3369","Italy",2020-02-12,3,0,0,0,0,0,3,0,0,0
"3497","Japan",2020-02-12,28,2,0,0,9,0,19,0,0,0
"4094","Macao",2020-02-12,10,0,0,0,2,1,8,1.5,0,1.2
"4245","Mainland China",2020-02-12,44699,372,1116,5,5079,444,38504,3.1,0,2.7
"4299","Malaysia",2020-02-12,18,0,0,0,3,0,15,0.1,0,0
"4878","Nepal",2020-02-12,1,0,0,0,1,1,0,0,0,0
"5469","Philippines",2020-02-12,3,0,1,0,1,1,1,0,0,0
"5609","Republic of Korea",2020-02-12,28,0,0,0,7,4,21,0.1,0,0
"5813","Russia",2020-02-12,2,0,0,0,2,2,0,0,0,0
"6186","Singapore",2020-02-12,50,3,0,0,15,6,35,0.9,0.1,0.6
"6435","Spain",2020-02-12,2,0,0,0,0,0,2,0,0,0
"6549","Sri Lanka",2020-02-12,1,0,0,0,1,0,0,0,0,0
"6681","Sweden",2020-02-12,1,0,0,0,0,0,1,0,0,0
"6854","Taiwan",2020-02-12,18,0,0,0,1,0,17,0.1,0,0.1
"6940","Thailand",2020-02-12,33,0,0,0,10,0,23,0,0,0
"7230","UK",2020-02-12,9,1,0,0,1,1,8,0,0,0
"7396","United Arab Emirates",2020-02-12,8,0,0,0,1,1,7,0.1,0,0.1
"7497","USA",2020-02-12,12,0,0,0,3,0,9,0,0,0
"7654","Vietnam",2020-02-12,15,0,0,0,6,0,9,0,0,0
"385","Australia",2020-02-13,15,0,0,0,8,6,7,0.1,0,0
"659","Belgium",2020-02-13,1,0,0,0,0,0,1,0,0,0
"1165","Cambodia",2020-02-13,1,0,0,0,1,0,0,0,0,0
"1237","Canada",2020-02-13,7,0,0,0,1,0,6,0,0,0
"1818","Diamond Princess Cruise Ship",2020-02-13,175,0,0,0,0,0,175,NA,NA,NA
"2308","Finland",2020-02-13,1,0,0,0,1,0,0,0,0,0
"2359","France",2020-02-13,11,0,0,0,2,0,9,0,0,0
"2491","Germany",2020-02-13,16,0,0,0,1,1,15,0,0,0
"2883","Hong Kong",2020-02-13,53,3,1,0,1,0,51,0.7,0,0.7
"3109","India",2020-02-13,3,0,0,0,0,0,3,0,0,0
"3417","Italy",2020-02-13,3,0,0,0,0,0,3,0,0,0
"3505","Japan",2020-02-13,28,0,1,1,9,0,18,0,0,0
"4097","Macao",2020-02-13,10,0,0,0,3,1,7,1.5,0,1.1
"4181","Mainland China",2020-02-13,59832,15133,1368,252,6213,1134,52251,4.2,1.1,3.6
"4279","Malaysia",2020-02-13,19,1,0,0,3,0,16,0.1,0,0
"4855","Nepal",2020-02-13,1,0,0,0,1,0,0,0,0,0
"5450","Philippines",2020-02-13,3,0,1,0,1,0,1,0,0,0
"5613","Republic of Korea",2020-02-13,28,0,0,0,7,0,21,0.1,0,0
"5770","Russia",2020-02-13,2,0,0,0,2,0,0,0,0,0
"6245","Singapore",2020-02-13,58,8,0,0,15,0,43,1,0.1,0.7
"6449","Spain",2020-02-13,2,0,0,0,0,0,2,0,0,0
"6562","Sri Lanka",2020-02-13,1,0,0,0,1,0,0,0,0,0
"6690","Sweden",2020-02-13,1,0,0,0,0,0,1,0,0,0
"6776","Taiwan",2020-02-13,18,0,0,0,1,0,17,0.1,0,0.1
"6914","Thailand",2020-02-13,33,0,0,0,12,2,21,0,0,0
"7272","UK",2020-02-13,9,0,0,0,1,0,8,0,0,0
"7378","United Arab Emirates",2020-02-13,8,0,0,0,1,0,7,0.1,0,0.1
"7509","USA",2020-02-13,13,1,0,0,3,0,10,0,0,0
"7622","Vietnam",2020-02-13,16,1,0,0,7,1,9,0,0,0
"368","Australia",2020-02-14,15,0,0,0,8,0,7,0.1,0,0
"678","Belgium",2020-02-14,1,0,0,0,0,0,1,0,0,0
"1102","Cambodia",2020-02-14,1,0,0,0,1,0,0,0,0,0
"1221","Canada",2020-02-14,7,0,0,0,1,0,6,0,0,0
"1824","Diamond Princess Cruise Ship",2020-02-14,218,43,0,0,0,0,218,NA,NA,NA
"1992","Egypt",2020-02-14,1,1,0,0,0,0,1,0,0,0
"2287","Finland",2020-02-14,1,0,0,0,1,0,0,0,0,0
"2401","France",2020-02-14,11,0,0,0,2,0,9,0,0,0
"2529","Germany",2020-02-14,16,0,0,0,1,0,15,0,0,0
"2886","Hong Kong",2020-02-14,56,3,1,0,1,0,54,0.7,0,0.7
"3080","India",2020-02-14,3,0,0,0,0,0,3,0,0,0
"3426","Italy",2020-02-14,3,0,0,0,0,0,3,0,0,0
"3521","Japan",2020-02-14,29,1,1,0,9,0,19,0,0,0
"4121","Macao",2020-02-14,10,0,0,0,3,0,7,1.5,0,1.1
"4170","Mainland China",2020-02-14,66292,6460,1520,152,7973,1760,56799,4.6,0.4,3.9
"4328","Malaysia",2020-02-14,19,0,0,0,3,0,16,0.1,0,0
"4854","Nepal",2020-02-14,1,0,0,0,1,0,0,0,0,0
"5444","Philippines",2020-02-14,3,0,1,0,1,0,1,0,0,0
"5646","Republic of Korea",2020-02-14,28,0,0,0,7,0,21,0.1,0,0
"5809","Russia",2020-02-14,2,0,0,0,2,0,0,0,0,0
"6243","Singapore",2020-02-14,67,9,0,0,17,2,50,1.1,0.2,0.9
"6426","Spain",2020-02-14,2,0,0,0,0,0,2,0,0,0
"6489","Sri Lanka",2020-02-14,1,0,0,0,1,0,0,0,0,0
"6693","Sweden",2020-02-14,1,0,0,0,0,0,1,0,0,0
"6801","Taiwan",2020-02-14,18,0,0,0,2,1,16,0.1,0,0.1
"6917","Thailand",2020-02-14,33,0,0,0,12,0,21,0,0,0
"7241","UK",2020-02-14,9,0,0,0,1,0,8,0,0,0
"7374","United Arab Emirates",2020-02-14,8,0,0,0,1,0,7,0.1,0,0.1
"7475","USA",2020-02-14,13,0,0,0,3,0,10,0,0,0
"7642","Vietnam",2020-02-14,16,0,0,0,7,0,9,0,0,0
"340","Australia",2020-02-15,15,0,0,0,8,0,7,0.1,0,0
"687","Belgium",2020-02-15,1,0,0,0,0,0,1,0,0,0
"1167","Cambodia",2020-02-15,1,0,0,0,1,0,0,0,0,0
"1271","Canada",2020-02-15,7,0,0,0,1,0,6,0,0,0
"1780","Diamond Princess Cruise Ship",2020-02-15,285,67,0,0,0,0,285,NA,NA,NA
"1986","Egypt",2020-02-15,1,0,0,0,0,0,1,0,0,0
"2281","Finland",2020-02-15,1,0,0,0,1,0,0,0,0,0
"2348","France",2020-02-15,12,1,1,1,4,2,7,0,0,0
"2522","Germany",2020-02-15,16,0,0,0,1,0,15,0,0,0
"2935","Hong Kong",2020-02-15,56,0,1,0,1,0,54,0.7,0,0.7
"3112","India",2020-02-15,3,0,0,0,0,0,3,0,0,0
"3413","Italy",2020-02-15,3,0,0,0,0,0,3,0,0,0
"3534","Japan",2020-02-15,43,14,1,0,12,3,30,0,0,0
"4133","Macao",2020-02-15,10,0,0,0,3,0,7,1.5,0,1.1
"4227","Mainland China",2020-02-15,68347,2055,1662,142,9294,1321,57391,4.7,0.1,4
"4337","Malaysia",2020-02-15,22,3,0,0,7,4,15,0.1,0,0
"4832","Nepal",2020-02-15,1,0,0,0,1,0,0,0,0,0
"5472","Philippines",2020-02-15,3,0,1,0,1,0,1,0,0,0
"5650","Republic of Korea",2020-02-15,28,0,0,0,9,2,19,0.1,0,0
"5835","Russia",2020-02-15,2,0,0,0,2,0,0,0,0,0
"6177","Singapore",2020-02-15,72,5,0,0,18,1,54,1.2,0.1,0.9
"6456","Spain",2020-02-15,2,0,0,0,2,2,0,0,0,0
"6528","Sri Lanka",2020-02-15,1,0,0,0,1,0,0,0,0,0
"6682","Sweden",2020-02-15,1,0,0,0,0,0,1,0,0,0
"6830","Taiwan",2020-02-15,18,0,0,0,2,0,16,0.1,0,0.1
"6965","Thailand",2020-02-15,33,0,0,0,12,0,21,0,0,0
"7240","UK",2020-02-15,9,0,0,0,1,0,8,0,0,0
"7338","United Arab Emirates",2020-02-15,8,0,0,0,3,2,5,0.1,0,0.1
"7488","USA",2020-02-15,13,0,0,0,3,0,10,0,0,0
"7639","Vietnam",2020-02-15,16,0,0,0,7,0,9,0,0,0
"341","Australia",2020-02-16,15,0,0,0,8,0,7,0.1,0,0
"690","Belgium",2020-02-16,1,0,0,0,0,0,1,0,0,0
"1125","Cambodia",2020-02-16,1,0,0,0,1,0,0,0,0,0
"1256","Canada",2020-02-16,7,0,0,0,1,0,6,0,0,0
"1784","Diamond Princess Cruise Ship",2020-02-16,355,70,0,0,0,0,355,NA,NA,NA
"2007","Egypt",2020-02-16,1,0,0,0,0,0,1,0,0,0
"2277","Finland",2020-02-16,1,0,0,0,1,0,0,0,0,0
"2331","France",2020-02-16,12,0,1,0,4,0,7,0,0,0
"2516","Germany",2020-02-16,16,0,0,0,1,0,15,0,0,0
"2894","Hong Kong",2020-02-16,57,1,1,0,2,1,54,0.8,0,0.7
"3071","India",2020-02-16,3,0,0,0,3,3,0,0,0,0
"3401","Italy",2020-02-16,3,0,0,0,0,0,3,0,0,0
"3541","Japan",2020-02-16,59,16,1,0,12,0,46,0,0,0
"4136","Macao",2020-02-16,10,0,0,0,5,2,5,1.5,0,0.8
"4190","Mainland China",2020-02-16,70446,2099,1765,103,10748,1454,57933,4.9,0.1,4
"4274","Malaysia",2020-02-16,22,0,0,0,7,0,15,0.1,0,0
"4840","Nepal",2020-02-16,1,0,0,0,1,0,0,0,0,0
"5452","Philippines",2020-02-16,3,0,1,0,1,0,1,0,0,0
"5620","Republic of Korea",2020-02-16,29,1,0,0,9,0,20,0.1,0,0
"5815","Russia",2020-02-16,2,0,0,0,2,0,0,0,0,0
"6214","Singapore",2020-02-16,75,3,0,0,18,0,57,1.3,0.1,1
"6467","Spain",2020-02-16,2,0,0,0,2,0,0,0,0,0
"6496","Sri Lanka",2020-02-16,1,0,0,0,1,0,0,0,0,0
"6702","Sweden",2020-02-16,1,0,0,0,0,0,1,0,0,0
"6787","Taiwan",2020-02-16,20,2,1,1,2,0,17,0.1,0,0.1
"6937","Thailand",2020-02-16,34,1,0,0,14,2,20,0,0,0
"7260","UK",2020-02-16,9,0,0,0,8,7,1,0,0,0
"7363","United Arab Emirates",2020-02-16,9,1,0,0,4,1,5,0.1,0,0.1
"7468","USA",2020-02-16,13,0,0,0,3,0,10,0,0,0
"7626","Vietnam",2020-02-16,16,0,0,0,7,0,9,0,0,0
"325","Australia",2020-02-17,15,0,0,0,10,2,5,0.1,0,0
"665","Belgium",2020-02-17,1,0,0,0,1,1,0,0,0,0
"1096","Cambodia",2020-02-17,1,0,0,0,1,0,0,0,0,0
"1215","Canada",2020-02-17,8,1,0,0,1,0,7,0,0,0
"1828","Diamond Princess Cruise Ship",2020-02-17,454,99,0,0,0,0,454,NA,NA,NA
"1979","Egypt",2020-02-17,1,0,0,0,0,0,1,0,0,0
"2286","Finland",2020-02-17,1,0,0,0,1,0,0,0,0,0
"2334","France",2020-02-17,12,0,1,0,4,0,7,0,0,0
"2485","Germany",2020-02-17,16,0,0,0,1,0,15,0,0,0
"2941","Hong Kong",2020-02-17,60,3,1,0,2,0,57,0.8,0,0.8
"3085","India",2020-02-17,3,0,0,0,3,0,0,0,0,0
"3409","Italy",2020-02-17,3,0,0,0,0,0,3,0,0,0
"3549","Japan",2020-02-17,66,7,1,0,12,0,53,0.1,0,0
"4105","Macao",2020-02-17,10,0,0,0,5,0,5,1.5,0,0.8
"4241","Mainland China",2020-02-17,72364,1918,1863,98,12455,1707,58046,5,0.1,4
"4284","Malaysia",2020-02-17,22,0,0,0,7,0,15,0.1,0,0
"4877","Nepal",2020-02-17,1,0,0,0,1,0,0,0,0,0
"5445","Philippines",2020-02-17,3,0,1,0,1,0,1,0,0,0
"5619","Republic of Korea",2020-02-17,30,1,0,0,10,1,20,0.1,0,0
"5778","Russia",2020-02-17,2,0,0,0,2,0,0,0,0,0
"6248","Singapore",2020-02-17,77,2,0,0,24,6,53,1.3,0,0.9
"6416","Spain",2020-02-17,2,0,0,0,2,0,0,0,0,0
"6534","Sri Lanka",2020-02-17,1,0,0,0,1,0,0,0,0,0
"6673","Sweden",2020-02-17,1,0,0,0,0,0,1,0,0,0
"6781","Taiwan",2020-02-17,22,2,1,0,2,0,19,0.1,0,0.1
"6915","Thailand",2020-02-17,35,1,0,0,15,1,20,0.1,0,0
"7289","UK",2020-02-17,9,0,0,0,8,0,1,0,0,0
"7357","United Arab Emirates",2020-02-17,9,0,0,0,4,0,5,0.1,0,0.1
"7470","USA",2020-02-17,13,0,0,0,3,0,10,0,0,0
"7630","Vietnam",2020-02-17,16,0,0,0,7,0,9,0,0,0
"374","Australia",2020-02-18,15,0,0,0,10,0,5,0.1,0,0
"705","Belgium",2020-02-18,1,0,0,0,1,0,0,0,0,0
"1110","Cambodia",2020-02-18,1,0,0,0,1,0,0,0,0,0
"1209","Canada",2020-02-18,8,0,0,0,1,0,7,0,0,0
"1797","Diamond Princess Cruise Ship",2020-02-18,542,88,0,0,0,0,542,NA,NA,NA
"2008","Egypt",2020-02-18,1,0,0,0,0,0,1,0,0,0
"2256","Finland",2020-02-18,1,0,0,0,1,0,0,0,0,0
"2361","France",2020-02-18,12,0,1,0,4,0,7,0,0,0
"2560","Germany",2020-02-18,16,0,0,0,12,11,4,0,0,0
"2907","Hong Kong",2020-02-18,62,2,1,0,2,0,59,0.8,0,0.8
"3082","India",2020-02-18,3,0,0,0,3,0,0,0,0,0
"3381","Italy",2020-02-18,3,0,0,0,0,0,3,0,0,0
"3495","Japan",2020-02-18,74,8,1,0,13,1,60,0.1,0,0
"4059","Macao",2020-02-18,10,0,0,0,5,0,5,1.5,0,0.8
"4169","Mainland China",2020-02-18,74139,1775,2002,139,14199,1744,57938,5.2,0.1,4
"4339","Malaysia",2020-02-18,22,0,0,0,13,6,9,0.1,0,0
"4828","Nepal",2020-02-18,1,0,0,0,1,0,0,0,0,0
"5440","Philippines",2020-02-18,3,0,1,0,1,0,1,0,0,0
"5666","Republic of Korea",2020-02-18,31,1,0,0,12,2,19,0.1,0,0
"5779","Russia",2020-02-18,2,0,0,0,2,0,0,0,0,0
"6244","Singapore",2020-02-18,81,4,0,0,29,5,52,1.4,0.1,0.9
"6461","Spain",2020-02-18,2,0,0,0,2,0,0,0,0,0
"6532","Sri Lanka",2020-02-18,1,0,0,0,1,0,0,0,0,0
"6680","Sweden",2020-02-18,1,0,0,0,0,0,1,0,0,0
"6839","Taiwan",2020-02-18,22,0,1,0,2,0,19,0.1,0,0.1
"6959","Thailand",2020-02-18,35,0,0,0,15,0,20,0.1,0,0
"7221","UK",2020-02-18,9,0,0,0,8,0,1,0,0,0
"7349","United Arab Emirates",2020-02-18,9,0,0,0,4,0,5,0.1,0,0.1
"7514","USA",2020-02-18,13,0,0,0,3,0,10,0,0,0
"7631","Vietnam",2020-02-18,16,0,0,0,7,0,9,0,0,0
"377","Australia",2020-02-19,15,0,0,0,10,0,5,0.1,0,0
"686","Belgium",2020-02-19,1,0,0,0,1,0,0,0,0,0
"1139","Cambodia",2020-02-19,1,0,0,0,1,0,0,0,0,0
"1281","Canada",2020-02-19,8,0,0,0,1,0,7,0,0,0
"1789","Diamond Princess Cruise Ship",2020-02-19,621,79,0,0,1,1,620,NA,NA,NA
"1996","Egypt",2020-02-19,1,0,0,0,0,0,1,0,0,0
"2295","Finland",2020-02-19,1,0,0,0,1,0,0,0,0,0
"2368","France",2020-02-19,12,0,1,0,4,0,7,0,0,0
"2497","Germany",2020-02-19,16,0,0,0,12,0,4,0,0,0
"2887","Hong Kong",2020-02-19,63,1,2,1,5,3,56,0.8,0,0.7
"3073","India",2020-02-19,3,0,0,0,3,0,0,0,0,0
"3206","Iran (Islamic Republic of)",2020-02-19,2,2,2,2,0,0,0,0,0,0
"3374","Italy",2020-02-19,3,0,0,0,0,0,3,0,0,0
"3522","Japan",2020-02-19,84,10,1,0,18,5,65,0.1,0,0.1
"4060","Macao",2020-02-19,10,0,0,0,5,0,5,1.5,0,0.8
"4242","Mainland China",2020-02-19,74546,407,2114,112,15952,1753,56480,5.2,0,3.9
"4306","Malaysia",2020-02-19,22,0,0,0,15,2,7,0.1,0,0
"4841","Nepal",2020-02-19,1,0,0,0,1,0,0,0,0,0
"5425","Philippines",2020-02-19,3,0,1,0,1,0,1,0,0,0
"5673","Republic of Korea",2020-02-19,31,0,0,0,12,0,19,0.1,0,0
"5829","Russia",2020-02-19,2,0,0,0,2,0,0,0,0,0
"6215","Singapore",2020-02-19,84,3,0,0,34,5,50,1.4,0.1,0.9
"6453","Spain",2020-02-19,2,0,0,0,2,0,0,0,0,0
"6530","Sri Lanka",2020-02-19,1,0,0,0,1,0,0,0,0,0
"6649","Sweden",2020-02-19,1,0,0,0,0,0,1,0,0,0
"6825","Taiwan",2020-02-19,23,1,1,0,2,0,20,0.1,0,0.1
"6968","Thailand",2020-02-19,35,0,0,0,15,0,20,0.1,0,0
"7281","UK",2020-02-19,9,0,0,0,8,0,1,0,0,0
"7353","United Arab Emirates",2020-02-19,9,0,0,0,4,0,5,0.1,0,0.1
"7512","USA",2020-02-19,13,0,0,0,3,0,10,0,0,0
"7647","Vietnam",2020-02-19,16,0,0,0,7,0,9,0,0,0
"330","Australia",2020-02-20,15,0,0,0,10,0,5,0.1,0,0
"711","Belgium",2020-02-20,1,0,0,0,1,0,0,0,0,0
"1106","Cambodia",2020-02-20,1,0,0,0,1,0,0,0,0,0
"1268","Canada",2020-02-20,8,0,0,0,1,0,7,0,0,0
"1782","Diamond Princess Cruise Ship",2020-02-20,634,13,2,2,1,0,631,NA,NA,NA
"2018","Egypt",2020-02-20,1,0,0,0,0,0,1,0,0,0
"2285","Finland",2020-02-20,1,0,0,0,1,0,0,0,0,0
"2395","France",2020-02-20,12,0,1,0,4,0,7,0,0,0
"2536","Germany",2020-02-20,16,0,0,0,12,0,4,0,0,0
"2900","Hong Kong",2020-02-20,68,5,2,0,6,1,60,0.9,0.1,0.8
"3062","India",2020-02-20,3,0,0,0,3,0,0,0,0,0
"3204","Iran (Islamic Republic of)",2020-02-20,5,3,2,0,0,0,3,0,0,0
"3384","Italy",2020-02-20,3,0,0,0,0,0,3,0,0,0
"3514","Japan",2020-02-20,94,10,1,0,18,0,75,0.1,0,0.1
"4135","Macao",2020-02-20,10,0,0,0,6,1,4,1.5,0,0.6
"4237","Mainland China",2020-02-20,74999,453,2236,122,18002,2050,54761,5.2,0,3.8
"4287","Malaysia",2020-02-20,22,0,0,0,15,0,7,0.1,0,0
"4850","Nepal",2020-02-20,1,0,0,0,1,0,0,0,0,0
"5427","Philippines",2020-02-20,3,0,1,0,1,0,1,0,0,0
"5662","Republic of Korea",2020-02-20,104,73,1,1,16,4,87,0.2,0.1,0.2
"5800","Russia",2020-02-20,2,0,0,0,2,0,0,0,0,0
"6184","Singapore",2020-02-20,84,0,0,0,34,0,50,1.4,0,0.9
"6432","Spain",2020-02-20,2,0,0,0,2,0,0,0,0,0
"6566","Sri Lanka",2020-02-20,1,0,0,0,1,0,0,0,0,0
"6664","Sweden",2020-02-20,1,0,0,0,0,0,1,0,0,0
"6823","Taiwan",2020-02-20,24,1,1,0,2,0,21,0.1,0,0.1
"6922","Thailand",2020-02-20,35,0,0,0,15,0,20,0.1,0,0
"7259","UK",2020-02-20,9,0,0,0,8,0,1,0,0,0
